Time,Altitude,Velocity
197.8,112251.831416543,1723.71030095241
197.9,112348.715802811,1724.08948321396
198,112445.575223366,1724.4468922467
198.1,112542.401332793,1724.82317149982
198.2,112639.185781125,1725.19960152165
198.3,112735.920240099,1725.56992094398
198.4,112832.598606997,1725.94299649843
198.5,112929.221074569,1726.30027699836
198.6,113025.794570584,1726.64512515219
198.7,113122.332757827,1727.00122011466
198.8,113218.8560341,1727.35382092412
198.9,113315.391532218,1727.68927583781
199,113411.973098311,1728.04638451334
199.1,113508.639087983,1728.38968472889
199.2,113605.428296383,1728.72797339597
199.3,113702.379518657,1729.07751961786
199.4,113799.529647479,1729.43500574541
199.5,113896.904509277,1729.7922768952
199.6,113994.516108635,1730.14987480275
199.7,114092.362627744,1730.50643457419
199.8,114190.428426402,1730.87255629457
199.9,114288.68404202,1731.26589551711
200,114387.086189614,1731.64390863285
200.1,114485.579664289,1732.01276919092
200.2,114584.106504997,1732.39144542101
